,Listing phrase,Category level 1,Category level 2,Type of NPS,Type of NPS new,Other name 1,Other name 2,Other name 3,Other name 4,Chemical name,Listing phrase length,listing phrase
1740,JWH-122 N-(5-chloropentyl),JWH-122 N-(5-chloropentyl),NPS,,Cannabinoid,,,,,,,jwh-122 n-(5-chloropentyl)
1741,JWH-122 N-(5-hydroxypentyl),JWH-122 N-(5-hydroxypentyl),NPS,,Cannabinoid,,,,,,,jwh-122 n-(5-hydroxypentyl)
1737,JWH-122 fluoropentyl derivative,JWH-122 fluoropentyl derivative,NPS,,Cannabinoid,,,,,1-(5-fluoropentyl)-3-(4-methyl-naphthoyl)indole,,jwh-122 fluoropentyl derivative
1742,JWH-122 pentenyl 2-methylindole derivative,JWH-122 pentenyl 2-methylindole derivative,NPS,,Cannabinoid,,,,,(4-methylnaphthalen-1-yl)[2-methyl-1-(pent-4-en-1-yl)- 1H-indol-3-yl)]methanone,,jwh-122 pentenyl 2-methylindole derivative
1743,JWH-122 pentenyl derivative,JWH-122 pentenyl derivative,NPS,,Cannabinoid,,,,,(4-methylnaphthalen-1- yl)(1-(pent-4-en-1-yl)-1H-indol-3-yl)methanone,,jwh-122 pentenyl derivative
1744,JWH-145,JWH-145,NPS,,Cannabinoid,,,,,(naphthalen-1-yl(1-pentyl-5-phenyl-1H-pyrrol-3-yl)methanone,,jwh-145
1745,JWH-147,JWH-147,NPS,Cannabinoids,Cannabinoid,,,,,(1-hexyl-5-phenyl-1H-pyrrol-3-yl)-1-naphthalenyl-methanone,,jwh-147
1746,JWH-166,JWH-166,NPS,Cannabinoids,Cannabinoid,,,,,(6-methoxy-1-naphthalenyl)(1-pentyl-1H-indol-3-yl)-methanone,,jwh-166
1747,JWH-175,JWH-175,NPS,,Cannabinoid,,,,,,,jwh-175
1748,JWH-182,JWH-182,NPS,,Cannabinoid,,,,,1-pentyl-3-(4-ethyl-1-naphthoyl)indole,,jwh-182
1749,JWH-200,JWH-200,NPS,Cannabinoids,Cannabinoid,"WIN 55,225",,,,1-[2-(4-morpholino)ethyl]-3-(1-naphthoyl)indole,,jwh-200
1750,JWH-201,JWH-201,NPS,,Cannabinoid,,,,,,,jwh-201
1751,JWH-203,JWH-203,NPS,Cannabinoids,Cannabinoid,,,,,2-(2-chlorophenyl)-1-(1-pentylindol-3-yl)ethanone,,jwh-203
1752,JWH-206,JWH-206,NPS,,Cannabinoid,JWH-122 (4-chloropentyl),,,,,,jwh-206
1753,JWH-210,JWH-210,NPS,Cannabinoids,Cannabinoid,,,,,3-(4-ethylnaphthalene-1-carbonyl)-1-pentyl-1H-indole,,jwh-210
1755,JWH-213,JWH-213,NPS,,Cannabinoid,,,,,,,jwh-213
1756,JWH-250,JWH-250,NPS,,Cannabinoid,,,,,,,jwh-250
1757,JWH-250 derivative,JWH-250 derivative,NPS,,Cannabinoid,,,,,1-(2-methylene-N-methylpiperidyl)-3-(2-methoxyphenylacetyl) indole,,jwh-250 derivative
1758,JWH-251,JWH-251,NPS,Cannabinoids,Cannabinoid,,,,,2-(2-methylphenyl)-1-(1-pentyl-1H-indol-3-yl)methanone,,jwh-251
1759,JWH-267,JWH-267,NPS,,Cannabinoid,JWH 081 (2-methoxynaphthyl),,,,,,jwh-267
1760,JWH-302,JWH-302,NPS,,Cannabinoid,,,,,,,jwh-302
1761,JWH-307,JWH-307,NPS,Cannabinoids,Cannabinoid,,,,,(5-(2-fluorophenyl)-1-pentylpyrrol-3-yl)-naphthalen-1-ylmethanone,,jwh-307
1762,JWH-307 (bromo),JWH-307 (bromo),NPS,,Cannabinoid,,,,,,,jwh-307 (bromo)
1763,JWH-307 brominated derivative,JWH-307 brominated derivative,NPS,,Cannabinoid,,,,,((5-(2-bromophenyl)-1-pentyl-1H-pyrrol-3-yl) (naphthalen-1-yl)methanone),,jwh-307 brominated derivative
1764,JWH-308,JWH-308,NPS,Cannabinoids,Cannabinoid,,,,,2-(4-fluorophenyl)-4-(naphthalene-1-carbonyl)-1-pentyl-1H-pyrrole,,jwh-308
1765,JWH-309,JWH-309,NPS,Cannabinoids,Cannabinoid,,,,,2-(naphthalen-1-yl)-4-(naphthalene-1-carbonyl)-1-pentyl-1H-pyrrole,,jwh-309
1766,JWH-368,JWH-368,NPS,Cannabinoids,Cannabinoid,,,,,([5-(3-fluorophenyl)-1-pentyl-pyrrol-3-yl]-(1-naphthyl)methanone,,jwh-368
1767,JWH-369,JWH-369,NPS,Cannabinoids,Cannabinoid,,,,,2-(2-chlorophenyl)-4-(naphthalene-1-carbonyl)-1-pentyl-1H-pyrrole,,jwh-369
1768,JWH-370,JWH-370,NPS,Cannabinoids,Cannabinoid,,,,,[5-(2-methylphenyl)-1-pentyl-1H-pyrrol-3- yl]-1-naphthalenyl-methanone),,jwh-370
1769,JWH-387,JWH-387,NPS,,Cannabinoid,,,,,1-pentyl-3-(4-bromo-1-naphthoyl)indole,,jwh-387
1770,JWH-398,JWH-398,NPS,,Cannabinoid,,,,,1-pentyl-3-(4-chloro-1-naphthoyl)indole,,jwh-398
1771,JWH-412,JWH-412,NPS,,Cannabinoid,,,,,1-pentyl-3-(4- fluoro-1-naphthoyl)indole,,jwh-412
1772,JWH-412 N-(-5-fluoropentyl),JWH-412 N-(-5-fluoropentyl),NPS,,Cannabinoid,,,,,,,jwh-412 n-(-5-fluoropentyl)
1775,KAVA KAVA,Kava,NPS,,,,,,,,,kava kava
1773,Kanna,Kanna,NPS,,,,,,,Kanna,,kanna
1774,Kava,Kava,NPS,,,,,,,Piper methysticum,,kava
1777,Kratom,kratom,NPS,,,,,,,,,kratom
1447,LADASTEN,Bromantane,NPS,,Stimulant,,,,,,,ladasten
1778,LH-21,LH-21,NPS,Cannabinoids,Cannabinoid,,,,,"5-(4-chlorophenyl)-1-(2,4-dichlorophenyl)-3-hexyl-1H-1,2,4-triazole",,lh-21
1781,LSA,lsa,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,lsa
1783,LSM,LSM-777,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,lsm
1782,LSM-775,LSM-775,NPS,,Hallucinogen/dissociative/psychedelic,lysergic acid morpholide,,,,"(8β)-6-Methyl-8-(morpholin-4-ylcarbonyl)-9,10-didehydroergoline",,lsm-775
1787,LSZ,"lysergic acid 2,4-dimethylazetidide",NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,lsz
1784,LTI-701,LTI-701,NPS,Cannabinoids,Cannabinoid,,,,,1-(5-fluoropentyl)-N-phenyl-indole-3-carboxamide,,lti-701
1785,LY2183240,LY2183240,NPS,,Cannabinoid,LY-2183240,,,,"N,N-dimethyl-5-[(4-biphenyl)methyl]tetrazole-1-carboxamide",,ly2183240
1786,LY2183240-2'-isomer,LY2183240-2'-isomer,NPS,,Cannabinoid,,,,,"N,N-Dimethyl-5-[(4-biphenyl)methyl]tetrazole-2-carboxamide ",,ly2183240-2'-isomer
2147,Lactuca Virosa,Wild lettuce,NPS,,,,,,,,,lactuca virosa
2086,Liberty Liquids,Synthetic cannabinoids not specified,NPS,,Cannabinoid,,,,,,,liberty liquids
1779,Lion's Tail,Lion's Tail,NPS,,,,,,,,,lion's tail
1780,Lofentanil,Lofentanil,NPS,,,,,,,,,lofentanil
1788,"Lysergic acid 2,4-dimethylazetidide","Lysergic acid 2,4-dimethylazetidide",NPS,,Hallucinogen/dissociative/psychedelic,LSZ,,,,"([(2S,4S)-2,4-dimethylazetidin-1-yl]-[(9R)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-yl]methanone)",,"lysergic acid 2,4-dimethylazetidide"
1793,M-ALPHA,M-ALPHA,NPS,Arylalkylamines,,,,,,"1-methylamino-1-(3,4-methylenedioxy-phenyl)propane",,m-alpha
1789,M5FPIC,M5FPIC,NPS,Cannabinoids,Cannabinoid,,,,,methyl 1-(5-fluoropentyl)-1H-indole-3-carboxylate,,m5fpic
1791,MA-CHMACA,MA-CHMACA,NPS,,Cannabinoid,,,,,,,ma-chmaca
1792,MA-CHMINACA,MA-CHMINACA,NPS,,Cannabinoid,,,,,,,ma-chminaca
1790,MAB-CHMINACA,MAB-CHMINACA,NPS,,Cannabinoid,,,,,,,mab-chminaca
1794,MAM 2201,MAM-2201,NPS,,Cannabinoid,,,,,,,mam 2201
1796,MAM-2201,MAM-2201,NPS,,Cannabinoid,,,,,,,mam-2201
1795,MAM2201,MAM-2201,NPS,,Cannabinoid,,,,,,,mam2201
1797,MBDB,MBDB,NPS,,Empathogens-Entactogens,,,,,,,mbdb
1798,MBZP,MBZP,NPS,,Stimulant,,,,,1-Benzyl-4-methylpiperazine,,mbzp
1800,MCPP,mcpp,NPS,,Stimulant,,,,,,,mcpp
1819,MD-PHP,mdphp,NPS,,Stimulant,,,,,,,md-php
1803,MDA 2-aldoxime analog,MDA 2-aldoxime analog,NPS,Phenethylamines,,,,,,"N-[3-(2H-1,3-benzodioxol-5-yl)-2-methylpropylidene]hydroxylamine",,mda 2-aldoxime analog
1804,MDA-19,MDA-19,NPS,,Cannabinoid,,,,,,,mda-19
1805,MDAI,MDAI,NPS,Aminoindanes,Stimulant,,,,,"5,6-methylenedioxy-2-aminoindane",,mdai
1806,MDDM,MDDM,NPS,,Hallucinogen/dissociative/psychedelic,MDDMA,"N,N-Dimethyl-MDA",,,"3,4-methylenedioxy-N,Ndimethylamphetamine",,mddm
1807,MDHOET,MDHOET,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"3,4-Methylenedioxy-N-hydroxyethylamphetamine",,mdhoet
1808,MDMAI,MDMAI,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"5,6-Methylenedioxy-N-methyl-2-aminoindane",,mdmai
1809,MDMB CHMICA,MDMB CHMICA,NPS,,Cannabinoid,,,,,,,mdmb chmica
1811,MDMB-4en-PINACA (MDMB-PINACA N1-pentyl-4-en isomer),MDMB-4en-PINACA (MDMB-PINACA N1-pentyl-4-en isomer),NPS,Cannabinoids,Cannabinoid,,,,,"methyl 3,3‐dimethyl‐2‐{[1‐(pent‐4‐en‐1‐yl)‐1H‐indazol‐3‐yl]formamido}butanoate",,mdmb-4en-pinaca (mdmb-pinaca n1-pentyl-4-en isomer)
1812,MDMB-CHMCZCA,MDMB-CHMCZCA,NPS,Cannabinoids,Cannabinoid,,,,,"ethyl 2-(9-(cyclohexylmethyl)-9H-carbazole-3-carboxamido)- 3,3-dimethylbutanoate",,mdmb-chmczca
1810,MDMB-CHMICA,MDMB CHMICA,NPS,,Cannabinoid,,,,,,,mdmb-chmica
1813,MDMB-CHMINACA,MDMB-CHMINACA,NPS,Cannabinoids,Cannabinoid,,,,,"methyl (2S)-2-{[1-(cyclohexylmethyl)-1H-indazol-3-yl]formamido}-3,3-dimethylbutanoate",,mdmb-chminaca
1814,MDMB-FUBICA,MDMB-FUBICA,NPS,Cannabinoids,Cannabinoid,,,,,"(methyl 2-(1-(4-fluorobenzyl)-1H-indol-3-carboxamide)- 3,3-dimethylbutanoate",,mdmb-fubica
1815,MDMB-FUBINACA,MDMB-FUBINACA,NPS,Cannabinoids,Cannabinoid,,,,,"methyl 2-[[1-[(4-fluorophenyl) methyl]indazole-3-carbonyl] amino]-3,3-dimethyl-butanoate",,mdmb-fubinaca
1816,MDPBP,mdpbp,NPS,,Stimulant,,,,,,,mdpbp
1817,MDPH,MDPH,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"3,4-methylenedioxyphentermine",,mdph
1818,MDPHP,mdphp,NPS,,Stimulant,,,,,,,mdphp
1820,MDPPP,mdppp,NPS,,Stimulant,,,,,,,mdppp
1821,MDPV,mdpv,NPS,,Stimulant,,,,,,,mdpv
1823,MEAI,meai,NPS,,Empathogens-Entactogens,,,,,,,meai
1827,MEM,MEM,NPS,,Hallucinogen/dissociative/psychedelic,,,,,"2,5-Dimethoxy-4-ethoxyamphetamine ",,mem
1829,MEP-FUBICA,MEP-FUBICA,NPS,Cannabinoids,Cannabinoid,,,,,methyl (2S)-2-({1-[(4-fluorophenyl)methyl]-1H-indol-3-yl}formamido)pentanoate,,mep-fubica
1830,MEP-FUBINACA,MEP-FUBINACA,NPS,Cannabinoids,Cannabinoid,,,,,methyl (2S)-2-({1-[(4-fluorophenyl)methyl]-1H-indazol-3-yl}formamido)pentanoate,,mep-fubinaca
1845,MET,MET,NPS,,Hallucinogen/dissociative/psychedelic,,,,,N-methyl-N-ethyltryptamine,,met
1872,MFUBINAC,MFUBINAC,NPS,Cannabinoids,Cannabinoid,,,,,methyl 1‐[(4‐fluorophenyl)methyl]‐1H‐indazole‐3‐carboxylate,,mfubinac
1873,MHRB,Mimosa hostilis,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mhrb
1837,MKAT,Mephedrone,NPS,,Stimulant,,,,,,,mkat
1878,MMAI,MMAI,NPS,,Empathogens-Entactogens,,,,,5-Methoxy-alpha-methyltryptamine,,mmai
1879,MMB-022 (MMB-4en-PICA),MMB-022 (MMB-4en-PICA),NPS,Cannabinoids,Cannabinoid,,,,,methyl 3‐methyl‐2‐{[1‐(pent‐4‐en‐1‐yl)‐1H‐indol‐3‐yl]formamido}butanoate,,mmb-022 (mmb-4en-pica)
1881,MMB-CHIMINICA,MMB-CHIMINICA,NPS,,Cannabinoid,,,,,,,mmb-chiminica
1882,MMB-CHIMNICA,MMB-CHIMNICA,NPS,,Cannabinoid,,,,,,,mmb-chimnica
1884,MMB-CHMINACA,MMB-CHMINACA,NPS,,Cannabinoid,,,,,,,mmb-chminaca
1885,MMB-FUBICA,MMB-FUBICA,NPS,Cannabinoids,Cannabinoid,,,,,methyl 2-({1-[(4-fluorophenyl)methyl]-1H-indol-3-yl}formamido)-3-methylbutanoate,,mmb-fubica
1886,MMB-FUBINACA,MMB-FUBINACA,NPS,Cannabinoids,Cannabinoid,FUB-AMB,,,,methyl (2S)-2-({1-[(4-fluorophenyl)methyl]-1H-indazol-3-yl}formamido)-3-methylbutanoate,,mmb-fubinaca
1887,MMB-PICA,MMB-PICA,NPS,,Cannabinoid,AMB-PICA,MMB-018,,,methyl (1-pentyl-1H-indole-3-carbonyl)valinate ,,mmb-pica
1888,MMDA-2,MMDA-2,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(6-methoxy-2H-1,3-benzodioxol-5-yl)propan-2-amine",,mmda-2
1889,MMMP,MMMP,NPS,Cathinones,,,,,,2-methyl-1-[4-(methylsulfanyl)phenyl]-2-(morpholin-4-yl)propan-1-one,,mmmp
1891,MMXE,MMXE,NPS,,Hallucinogen/dissociative/psychedelic,MXM,,,,Methoxmetamine,,mmxe
1893,MN-18,MN-19,NPS,,Cannabinoid,,,,,,,mn-18
1894,MN-24,MN-24,NPS,Cannabinoids,Cannabinoid,AM-6527,NNE1,JWH-018 (indole carboxamide),,N-(naphthalen-1-yl)-1-pentyl-1H-indole-3-carboxamide,,mn-24
1895,MO-CHMINACA,MO-CHMINACA,NPS,Cannabinoids,Cannabinoid,MO-AMB,,,,"1-methoxy-3,3-dimethyl-1-oxobutan-2-yl 1-(cyclohexylmethyl)-1Hindazole-3-carboxylate",,mo-chminaca
1898,MOPPP,MOPPP,NPS,,Stimulant,,,,,4-methoxy-alpha-pyrrolidinopropiophenone ,,moppp
1901,MPA,mpa,NPS,,Stimulant,,,,,,,mpa
1902,MPBP,MPBP,NPS,Cathinones,Stimulant,,,,,4-Methyl-alpha-pyrrolidinobutiophenone ,,mpbp
1822,MPDV,MDPV,NPS,,Stimulant,,,,,,,mpdv
1905,MPHP,mphp,NPS,,Stimulant,,,,,,,mphp
1906,MPPP,MPPP,NPS,Cathinones,Stimulant,MePPP,,,,4-Methyl-alpha-pyrrolidinopropiophenone,,mppp
1866,MPT,Methylpropyltryptamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mpt
1907,MT-45,mt-45,NPS,,Sedative - opioid,,,,,,,mt-45
1854,MXE,methoxetamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mxe
1892,MXM,mmxe,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mxm
828,MXP,2-meo-diphenidine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mxp
1802,McPT,McPT,NPS,,,,,,,N-(2-(1H-indol-3-yl)ethyl-N-methylcyclopropanamine,,mcpt
1828,MeOPP,MeOPP,NPS,,Stimulant,,,,,1-(4-methoxyphenyl)-piperazine,,meopp
1824,Mebroqualone,mebroqualone,NPS,,,,,,,,,mebroqualone
1825,Meclonazepam,meclonazepam,NPS,,Sedative - benzodiazepine,,,,,,,meclonazepam
1833,Mefedron,Mephedrone,NPS,,Stimulant,,,,,,,mefedron
1826,Meklonazepam,Meclonazepam,NPS,,Sedative - benzodiazepine,,,,,,,meklonazepam
1834,Mephadrone,Mephedrone,NPS,,Stimulant,,,,,,,mephadrone
1836,Mephedrone,Mephedrone,NPS,,Stimulant,,,,,,,mephedrone
1838,Mephtetramine,Mephtetramine,NPS,,,,,,,"2-((methylamino)methyl)-3,4-dihydronaphthalen-1(2H)-one",,mephtetramine
1839,Mepirapim,Mepirapim,NPS,,Cannabinoid,JWH-018-4(methylpiperazine),,,,-methylpiperazin-1-yl)-(1-pentylindol-3-yl)methanone,,mepirapim
1840,Mesc,Mescaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mesc
1841,Mescaline,Mescaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mescaline
1843,Mescaline-NB2OMe,Mescaline-NB2OMe,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"[(2-methoxyphenyl)methyl][2-(3,4,5-trimethoxyphenyl)ethyl]amine",,mescaline-nb2ome
1844,Mesembrine,Mesembrine,NPS,,,,,,,"3aS,7aS)-3a-(3,4-dimethoxyphenyl)-1-methyl-2,3,4,5,7,7ahexahydroindol-6-one",,mesembrine
1846,Metamfepramone,Metamfepramone,NPS,Cathinones,,,,,,"N,N-dimethylcathinone",,metamfepramone
1847,Methacrylfentanyl,Methacrylfentanyl,NPS,Opioids,Sedative - opioid,,,,,2-methyl-N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]prop-2-enamide,,methacrylfentanyl
1849,Methallyl-Escaline,methallylescaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,methallyl-escaline
1848,Methallylescaline,methallylescaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,methallylescaline
1850,Methamnetamine,Methamnetamine,NPS,Phenethylamines,Empathogens-Entactogens,,,,,N-methyl-1-(naphthalen-2-yl)propan-2-amine,,methamnetamine
1851,Methcathinone,methcathinone,NPS,,Stimulant,,,,,,,methcathinone
1433,Methedrone,bk-pmma,NPS,,Empathogens-Entactogens,,,,,,,methedrone
1852,Methene-U-47700,Methene-U-47700,NPS,Opioids,Sedative - opioid,,,,,"2-(3,4-dichlorophenyl)-N-(2-(dimethylamino)cyclohexyl)-N-methylacetamide",,methene-u-47700
1900,Methiopropamine,mpa,NPS,,Stimulant,,,,,,,methiopropamine
1853,Methoxetamine,methoxetamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,methoxetamine
1855,Methoxetamine brominated derivative,Methoxetamine brominated derivative,NPS,,Hallucinogen/dissociative/psychedelic,,,,,2-(2-bromo-5-methoxy-phenyl)-2-(ethylamino) cyclohexanone),,methoxetamine brominated derivative
1890,Methoxmetamine,mmxe,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,methoxmetamine
1856,Methoxphenidine,methoxphenidine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,methoxphenidine
1857,MethoxyacetylFentanyl,methoxyacetylfentanyl,NPS,,Sedative - opioid,,,,,,,methoxyacetylfentanyl
1858,Methoxyketamine,Methoxyketamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,2-(2-Methoxyphenyl)-2-(methylamino)cyclohexanone,,methoxyketamine
1097,MethoxymethylFentanyl,4-Methoxymethylfentanyl,NPS,,Sedative - opioid,,,,,,,methoxymethylfentanyl
1859,Methoxypiperamide,Methoxypiperamide,NPS,Piperazine derivates,,,,,,(4-methoxyphenyl)(4-methylpiperazine-1-yl)methanone),,methoxypiperamide
1860,Methylclonazepam,Methylclonazepam,NPS,,Sedative - benzodiazepine,Methyl clonazepam,,,,methyl clonazepam,,methylclonazepam
1875,Methylisopropyltryptamine,MiPT,NPS,,,,,,,,,methylisopropyltryptamine
1861,Methylmethaqualone,Methylmethaqualone,NPS,,,MMQ,,,,"3-(2,4-dimethylphenyl)-2-methylquinazolin-4(3H)-one",,methylmethaqualone
1862,Methylmorphenate,Methylmorphenate,NPS,Others,,Methylmorphenate,,,,2-(morpholin-3-yl)-2-phenylacetate,,methylmorphenate
1865,Methylpropyltryptamine,Methylpropyltryptamine,NPS,,Hallucinogen/dissociative/psychedelic,MPT,"N,N-Methylpropyltryptamine",,,[2-(1H-Indol-3-yl)ethyl](methyl)propylamine,,methylpropyltryptamine
1867,Methylthienylpropamine,Methylthienylpropamine,NPS,Arylalkylamines,,MPA-Methiopropamine,,,,N-methyl-1-(thiophen-2-yl)propan-2-amine,,methylthienylpropamine
1868,Metizolam,Metizolam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7-(2-chlorophenyl)-4-ethyl-3-thia-1,8,11,12-tetraazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaene",,metizolam
1869,Metizolam 4,Metizolam 4,NPS,,,,,,,"2-chloro-phenyl)-2-ethyl-6H-thieno[3, 2-f][1,2,4]triazolo[4,3-a][1,4] diazepine",,metizolam 4
1871,Mexedrone,mexedrone,NPS,,Stimulant,,,,,,,mexedrone
1876,MiPT,mipt,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mipt
1874,Mimosa Hostilis,mimosa hostilis,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,mimosa hostilis
1877,Mitragynine,Mitragynine,NPS,Plants & extracts,,,,,,"(E)-2-[(2S,3S)-3-ethyl-8-methoxy-1,2,3,4,6,7,12,12b- octahydroindolo[3,2-h]quinolizin-2-yl]-3- methoxyprop-2-enoic acid methyl ester",,mitragynine
1896,Modafiendz,Modafiendz,NPS,,,Modafienz,,,,"2-{[bis(4-fluorophenyl)methyl]sulfinyl}-N-methylacetamide (N-methyl- 4,4-difluoro-modafinil ",,modafiendz
1897,Modafinil sulphone,Modafinil sulphone,NPS,,,,,,,2-benzhydrylsulfonylacetamide,,modafinil sulphone
1899,Morning Glory,morning glory,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,morning glory
1915,"N,N-Diethylpentylone","N,N-Diethylpentylone",NPS,Cathinones,,,,,,"1-(2H-1,3-benzodioxol-5-yl)-2-(diethylamino)pentan-1-one",,"n,n-diethylpentylone"
1913,"N,N-didesmethyl U-47700","N,N-didesmethyl U-47700",NPS,Opioids,Sedative - opioid,,,,,"N-[(1R,2R)-2-aminocyclohexyl]-3,4-dichloro-N-methylbenzamide",,"n,n-didesmethyl u-47700"
1914,"N,N-diethyl-2-(1-pentyl-1H-indol-3-yl)-4-thiazole-methanamine","N,N-diethyl-2-(1-pentyl-1H-indol-3-yl)-4-thiazole-methanamine",NPS,,,,,,,"N,N-diethyl-2-(1-pentyl-1H-indol-3-yl)-4-thiazole-methanamine",,"n,n-diethyl-2-(1-pentyl-1h-indol-3-yl)-4-thiazole-methanamine"
1916,"N,N-dimethyl-lanicemine","N,N-dimethyl-lanicemine",NPS,,,,,,,"N,N-dimethyl-lanicemine",,"n,n-dimethyl-lanicemine"
1917,"N,N-dimethylphenethylamine","N,N-dimethylphenethylamine",NPS,,Stimulant,,,,,"N,N-dimethylphenethylamine",,"n,n-dimethylphenethylamine"
1908,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(phenylmethyl)-1H-indazole-3-carboxamide,N-(1-Amino-3-methyl-1-oxobutan-2-yl)-1-(phenylmethyl)-1H-indazole-3-carboxamide,NPS,,Cannabinoid,,,,,[1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1- naphthalenyl)methanone,,n-(1-amino-3-methyl-1-oxobutan-2-yl)-1-(phenylmethyl)-1h-indazole-3-carboxamide
1909,"N-(2,6-Dimethylphenyl)-1-piperidineacetamide","N-(2,6-Dimethylphenyl)-1-piperidineacetamide",NPS,Piperidines & pyrrolidines,,,,,,"N-(2,6-Dimethylphenyl)-1-piperidineacetamide",,"n-(2,6-dimethylphenyl)-1-piperidineacetamide"
1910,N-(2-methoxyethyl)-N-(1-methylethyl)-2-(1-pentyl-1H-indol-3-yl)-4-thiazolemethanamine,N-(2-methoxyethyl)-N-(1-methylethyl)-2-(1-pentyl-1H-indol-3-yl)-4-thiazolemethanamine,NPS,,,,,,,N-(2-methoxyethyl)-N-(1-methylethyl)-2-(1-pentyl-1H-indol-3-yl)-4-thiazolemethanamine,,n-(2-methoxyethyl)-n-(1-methylethyl)-2-(1-pentyl-1h-indol-3-yl)-4-thiazolemethanamine
1911,N-(4-methoxybenzyl)aniline,N-(4-methoxybenzyl)aniline,NPS,,,,,,,N-(4-methoxybenzyl)aniline,,n-(4-methoxybenzyl)aniline
1912,"N-(naphthalen-1-yl)-1-pentyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide","N-(naphthalen-1-yl)-1-pentyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide",NPS,,Cannabinoid,,,,,"N-(naphthalen-1-yl)-1-pentyl-1H-pyrrolo[2,3-b]pyridine-3-carboxamide",,"n-(naphthalen-1-yl)-1-pentyl-1h-pyrrolo[2,3-b]pyridine-3-carboxamide"
1918,N-Ac-3-MMC,N-Ac-3-MMC,NPS,,,,,,,N-acetyl-3-methylmethcathinone,,n-ac-3-mmc
1919,N-Acetyl 25I-NBOMe,N-Acetyl 25I-NBOMe,NPS,,,,,,,N-Acetyl 25I-NBOMe,,n-acetyl 25i-nbome
1921,N-Acetyl-DOB,N-Acetyl-DOB,NPS,,,,,,,"N-Acetyl-4-bromo-2,5-dimethoxyamphetamine",,n-acetyl-dob
1922,N-Allylmethylone,N-Allylmethylone,NPS,,,,,,,N-Allylmethylone,,n-allylmethylone
1949,N-ETHYL-KETAMINE,n-ethylnorketamine,NPS,,,,,,,,,n-ethyl-ketamine
1950,N-Ethyl-(nor)-Pentedrone,n-ethylnorpentedrone,NPS,,Stimulant,,,,,,,n-ethyl-(nor)-pentedrone
1943,N-Ethyl-1-phenyl-butan-2-amine,N-Ethyl-1-phenyl-butan-2-amine,NPS,,,,,,,N-Ethyl-1-phenyl-butan-2-amine,,n-ethyl-1-phenyl-butan-2-amine
1587,N-Ethyl-Penthylone,Ephylone,NPS,,Stimulant,,,,,,,n-ethyl-penthylone
1422,N-Ethylpentylone,bk-ethyl-k,NPS,,Stimulant,,,,,,,n-ethylpentylone
1953,N-Formylamphetamine,N-Formylamphetamine,NPS,Phenethylamines,,,,,,N-(1-phenylpropan-2-yl)formamide,,n-formylamphetamine
1954,N-Hydroxy-MDA,N-Hydroxy-MDA,NPS,,,,,,,"3,4-Methylenedioxy-N-hydroxyamphetamine",,n-hydroxy-mda
1964,N-Me-2C-H,N-Me-2C-H,NPS,Phenethylamines,,,,,,"2,5-Dimethoxy-N-methylphenethylamine",,n-me-2c-h
1969,N-Methyl-2AI,N-Methyl-2AI,NPS,Aminoindanes,Stimulant,,,,,"N-methyl-2,3-dihydro-1H-inden-2-amine",,n-methyl-2ai
1979,N-Methyl-N-Ethyltryptamine,N-Methyl-N-Ethyltryptamine,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,n-methyl-n-ethyltryptamine
1977,N-Methylcarfentanyl,N-Methylcarfentanyl,NPS,Opioids,Sedative - opioid,,,,,methyl 1-methyl-4-(N-phenylpropanamido)piperidine-4-carboxylate,,n-methylcarfentanyl
